Case #1: 153
12 37 86222
12 38 108323
12 39 55982
12 40 50794
12 41 105759
13 14 128874
13 15 114321
13 16 211664
13 17 104611
13 18 173024
13 19 183129
13 20 207164
13 21 208073
13 22 147883
13 23 116826
13 24 181223
13 25 41282
13 26 179050
13 27 118140
13 28 245420
13 29 159565
13 30 99721
13 31 74562
13 32 191830
13 33 127722
13 34 193527
13 35 119829
13 36 173285
13 37 148987
13 38 204110
13 39 122443
13 40 117255
13 41 174562
14 15 14553
14 16 122409
14 17 43292
14 18 68552
14 19 118266
14 20 136596
14 21 215431
14 22 43411
14 23 42562
14 24 78579
14 25 104173
14 26 138016
14 27 19280
14 28 116546
14 29 30691
14 30 29153
14 31 54312
14 32 87358
14 33 53458
14 34 93759
14 35 138709
14 36 83304
14 37 78419
14 38 107222
14 39 48179
14 40 42991
14 41 109699
15 16 112560
15 17 33443
15 18 58703
15 19 108417
15 20 122043
15 21 205582
15 22 33562
15 23 28009
15 24 92406
15 25 94324
15 26 138178
15 27 9431
15 28 131099
15 29 45244
15 30 14600
15 31 39759
15 32 77509
15 33 38905
15 34 79206
15 35 144852
15 36 68751
15 37 63866
15 38 97373
15 39 33626
15 40 28438
15 41 99850
16 17 141299
16 18 87242
16 19 128488
16 20 90347
16 21 102649
16 22 78998
16 23 94838
16 24 171631
16 25 202180
16 26 183398
16 27 117287
16 28 160530
16 29 153100
16 30 111943
16 31 137102
16 32 68436
16 33 104876
16 34 176240
16 35 141604
16 36 132524
16 37 110839
16 38 23780
16 39 130969
16 40 94409
16 41 131708
17 18 87442
17 19 137156
17 20 155486
17 21 220163
17 22 62301
17 23 61452
17 24 121871
17 25 108905
17 26 145405
17 27 24012
17 28 159838
17 29 73983
17 30 48043
17 31 67590
17 32 106248
17 33 72348
17 34 112649
17 35 133664
17 36 102194
17 37 97309
17 38 126112
17 39 67069
17 40 61881
17 41 128589
18 19 93325
18 20 106797
18 21 189891
18 22 87561
18 23 86712
18 24 109412
18 25 148323
18 26 163455
18 27 63430
18 28 185098
18 29 99243
18 30 73303
18 31 98462
18 32 18806
18 33 97608
18 34 137909
18 35 192648
18 36 114738
18 37 48620
18 38 109327
18 39 92329
18 40 87141
18 41 101892
19 20 99051
19 21 231137
19 22 137275
19 23 111076
19 24 105497
19 25 168876
19 26 187231
19 27 113144
19 28 234812
19 29 148957
19 30 93971
19 31 108567
19 32 112131
19 33 121972
19 34 131425
19 35 147436
19 36 167535
19 37 44705
19 38 110333
19 39 110652
19 40 111505
19 41 8567
20 21 192996
20 22 130378
20 23 124548
20 24 118969
20 25 210652
20 26 200703
20 27 131474
20 28 203317
20 29 166857
20 30 107443
20 31 132602
20 32 125603
20 33 135444
20 34 201249
20 35 202205
20 36 181007
20 37 58177
20 38 66567
20 39 130165
20 40 124977
20 41 107618
21 22 181647
21 23 197487
21 24 274280
21 25 166791
21 26 286047
21 27 196151
21 28 263179
21 29 246122
21 30 214592
21 31 239729
21 32 171085
21 33 207525
21 34 278889
21 35 244253
21 36 228351
21 37 213488
21 38 126429
21 39 231120
21 40 197058
21 41 234357
22 23 61571
22 24 121990
22 25 123182
22 26 171740
22 27 38289
22 28 159957
22 29 74102
22 30 48162
22 31 73321
22 32 106367
22 33 72467
22 34 112768
22 35 178414
22 36 102313
22 37 97428
22 38 63811
22 39 67188
22 40 62000
22 41 128708
23 24 94911
23 25 122333
23 26 112237
23 27 37440
23 28 159108
23 29 73253
23 30 17105
23 31 42264
23 32 105518
23 33 10896
23 34 82260
23 35 128406
23 36 86973
23 37 66371
23 38 118618
23 39 36131
23 40 429
23 41 119643
24 25 182752
24 26 203318
24 27 97859
24 28 195125
24 29 47888
24 30 81502
24 31 106661
24 32 128218
24 33 105807
24 34 122944
24 35 155906
24 36 63287
24 37 60792
24 38 154724
24 39 58780
24 40 95340
24 41 114064
25 26 220332
25 27 84893
25 28 220719
25 29 134864
25 30 108924
25 31 115844
25 32 167129
25 33 133229
25 34 173530
25 35 78547
25 36 163075
25 37 152475
25 38 186993
25 39 127950
25 40 122762
25 41 177443
26 27 147609
26 28 254562
26 29 168707
26 30 123578
26 31 148737
26 32 144649
26 33 101341
26 34 172705
26 35 218851
26 36 197142
26 37 142526
26 38 207178
26 39 146300
26 40 111808
26 41 195798
27 28 135826
27 29 49971
27 30 24031
27 31 43578
27 32 82236
27 33 48336
27 34 88637
27 35 154283
27 36 78182
27 37 73297
27 38 102100
27 39 43057
27 40 37869
27 41 104577
28 29 147237
28 30 145699
28 31 170858
28 32 203904
28 33 170004
28 34 210305
28 35 255255
28 36 199850
28 37 194965
28 38 136750
28 39 164725
28 40 159537
28 41 226245
29 30 59844
29 31 85003
29 32 118049
29 33 84149
29 34 124450
29 35 108018
29 36 107018
29 37 108680
29 38 137913
29 39 78870
29 40 73682
29 41 140390
30 31 25159
30 32 92109
30 33 28001
30 34 93806
30 35 133948
30 36 73564
30 37 49266
30 38 111973
30 39 22722
30 40 17534
30 41 102538
31 32 117268
31 33 53160
31 34 118965
31 35 159107
31 36 98723
31 37 74425
31 38 137132
31 39 47881
31 40 42693
31 41 100000
32 33 116414
32 34 156715
32 35 210040
32 36 133544
32 37 67426
32 38 92216
32 39 111135
32 40 105947
32 41 120698
33 34 71364
33 35 117510
33 36 97869
33 37 77267
33 38 128656
33 39 47027
33 40 10467
33 41 130539
34 35 188874
34 36 59657
34 37 143072
34 38 176579
34 39 112832
34 40 81831
34 41 122858
35 36 203816
35 37 144028
35 38 165384
35 39 137725
35 40 127977
35 41 138869
36 37 122830
36 38 156304
36 39 92590
36 40 87402
36 41 168601
37 38 93932
37 39 71988
37 40 66800
37 41 53272
38 39 130999
38 40 118189
38 41 107928
39 40 36560
39 41 119219
40 41 120072
Case #234: Impossible
Case #235: 21
1 18 731940
1 26 826387
2 6 849230
2 8 820937
2 18 764866
3 11 992186
3 24 655060
6 24 680857
7 10 898790
10 18 893302
13 28 603257
13 29 514839
16 27 530642
18 19 871262
18 20 747398
18 21 940197
18 28 594460
22 24 408648
23 26 924611
24 26 779477
24 27 882745
Case #236: 300
1 2 273518
1 3 398443
1 4 265458
1 5 273953
1 6 338916
1 7 329093
1 8 291099
1 9 283171
1 10 321148
1 11 349375
1 12 367420
1 13 390984
1 14 297608
1 15 314710
1 16 261899
1 17 437773
1 18 161912
1 19 224600
1 20 409474
1 21 381415
1 22 325238
1 23 282514
1 24 407609
1 25 263419
2 3 250310
2 4 232227
2 5 196124
2 6 84080
2 7 74257
2 8 154486
2 9 135038
2 10 109937
2 11 129078
2 12 219287
2 13 189689
2 14 290259
2 15 60955
2 16 113766
2 17 164255
2 18 323471
2 19 151065
2 20 252910
2 21 286593
2 22 123943
2 23 187692
2 24 270996
2 25 115286
3 4 195700
3 5 219031
3 6 233405
3 7 223582
3 8 240342
3 9 157816
3 10 198833
3 11 224020
3 12 236271
3 13 275545
3 14 313037
3 15 189355
3 16 136544
3 17 351487
3 18 346249
3 19 173843
3 20 284119
3 21 309371
3 22 207045
3 23 210470
3 24 284633
3 25 138064
4 5 200948
4 6 215322
4 7 205499
4 8 222259
4 9 139733
4 10 180750
4 11 177697
4 12 223982
4 13 138964
4 14 294954
4 15 171272
4 16 118461
4 17 333404
4 18 213264
4 19 155760
4 20 266036
4 21 291288
4 22 191716
4 23 192387
4 24 223867
4 25 119981
5 6 179219
5 7 169396
5 8 186285
5 9 103630
5 10 141736
5 11 146621
5 12 184968
5 13 215737
5 14 258851
5 15 135169
5 16 82487
5 17 297430
5 18 292192
5 19 119786
5 20 229933
5 21 107462
5 22 155742
5 23 8561
5 24 167532
5 25 84007
6 7 9823
6 8 180815
6 9 75589
6 10 156110
6 11 213158
6 12 199342
6 13 212422
6 14 270314
6 15 145035
6 16 96861
6 17 248335
6 18 286722
6 19 134160
6 20 168830
6 21 269559
6 22 146676
6 23 170658
6 24 297325
6 25 95341
7 8 170992
7 9 65766
7 10 146287
7 11 203335
7 12 189519
7 13 202599
7 14 260491
7 15 135212
7 16 87038
7 17 238512
7 18 276899
7 19 124337
7 20 178653
7 21 259736
7 22 156499
7 23 160835
7 24 287502
7 25 85518
8 9 125070
8 10 48145
8 11 70340
8 12 209319
8 13 99885
8 14 262809
8 15 156609
8 16 103798
8 17 318741
8 18 313503
8 19 66499
8 20 251373
8 21 206192
8 22 167137
8 23 177724
8 24 116510
8 25 105318
9 10 80521
9 11 183346
9 12 123753
9 13 160273
9 14 194725
9 15 74083
9 16 21272
9 17 233175
9 18 230977
9 19 58571
9 20 126303
9 21 193970
9 22 94527
9 23 95069
9 24 241580
9 25 19752
10 11 118485
10 12 164770
10 13 79752
10 14 235742
10 15 112060
10 16 62289
10 17 274192
10 18 271994
10 19 96548
10 20 206824
10 21 232076
10 22 135544
10 23 133175
10 24 164655
10 25 60769
11 12 267595
11 13 170225
11 14 333149
11 15 190033
11 16 162074
11 17 293333
11 18 371779
11 19 124775
11 20 309649
11 21 254083
11 22 104479
11 23 155182
11 24 186850
11 25 163594
12 13 244522
12 14 278974
12 15 158332
12 16 105521
12 17 317424
12 18 315226
12 19 142820
12 20 250056
12 21 275308
12 22 178776
12 23 176407
12 24 196327
12 25 104001
13 14 315494
13 15 191812
13 16 139001
13 17 353944
13 18 348706
13 19 166384
13 20 286576
13 21 306077
13 22 212256
13 23 212927
13 24 216395
13 25 140521
14 15 229304
14 16 176493
14 17 388396
14 18 386198
14 19 213792
14 20 321028
14 21 349191
14 22 249748
14 23 250290
14 24 146299
14 25 174973
15 16 52811
15 17 225210
15 18 262516
15 19 90110
15 20 200386
15 21 225638
15 22 126066
15 23 126737
15 24 273119
15 25 54331
16 17 214943
16 18 209705
16 19 37299
16 20 147575
16 21 172827
16 22 73255
16 23 73926
16 24 220308
16 25 1520
17 18 424648
17 19 252242
17 20 359478
17 21 387641
17 22 288198
17 23 288869
17 24 435251
17 25 213423
18 19 247004
18 20 357280
18 21 268475
18 22 282960
18 23 283631
18 24 430013
18 25 211225
19 20 184874
19 21 210126
19 22 100638
19 23 111225
19 24 183009
19 25 38819
20 21 320273
20 22 220830
20 23 221372
20 24 367883
20 25 146055
21 22 246082
21 23 98901
21 24 274994
21 25 174218
22 23 147181
22 24 150649
22 25 74775
23 24 176093
23 25 75446
24 25 221828
Case #237: 741
1 2 106285
1 3 64732
1 4 137235
1 5 180136
1 6 187313
1 7 83265
1 8 131017
1 9 99757
1 10 213034
1 11 109312
1 12 284698
1 13 261712
1 14 288027
1 15 100130
1 16 255131
1 17 101576
1 18 323157
1 19 154657
1 20 128767
1 21 225090
1 22 199621
1 23 209958
1 24 326683
1 25 208922
1 26 235192
1 27 210433
1 28 49216
1 29 209040
1 30 213097
1 31 137625
1 32 241090
1 33 97179
1 34 188602
1 35 189451
1 36 247929
1 37 169743
1 38 69847
1 39 126409
2 3 46709
2 4 43200
2 5 105986
2 6 99240
2 7 52872
2 8 97668
2 9 11684
2 10 182641
2 11 78919
2 12 241931
2 13 180024
2 14 209840
2 15 82107
2 16 281234
2 17 83553
2 18 240094
2 19 124264
2 20 110744
2 21 136957
2 22 172420
2 23 135808
2 24 250354
2 25 118973
2 26 147119
2 27 122360
2 28 155501
2 29 125977
2 30 179748
2 31 64044
2 32 153017
2 33 14262
2 34 155253
2 35 109344
2 36 196732
2 37 147137
2 38 36498
2 39 96016
3 4 89909
3 5 135229
3 6 122581
3 7 76213
3 8 121009
3 9 35025
3 10 180592
3 11 125628
3 12 229084
3 13 196980
3 14 223295
3 15 35398
3 16 304575
3 17 36844
3 18 269337
3 19 117813
3 20 64035
3 21 183666
3 22 134889
3 23 165051
3 24 261951
3 25 150032
3 26 170460
3 27 145701
3 28 113948
3 29 172686
3 30 195875
3 31 87385
3 32 176358
3 33 32447
3 34 178594
3 35 138587
3 36 220073
3 37 165322
3 38 59839
3 39 89565
4 5 149186
4 6 142440
4 7 96072
4 8 128558
4 9 54884
4 10 181427
4 11 122119
4 12 285131
4 13 223224
4 14 205989
4 15 125307
4 16 312124
4 17 126753
4 18 196894
4 19 167464
4 20 153944
4 21 93757
4 22 215620
4 23 179008
4 24 240420
4 25 162173
4 26 143268
4 27 105963
4 28 186451
4 29 82777
4 30 210638
4 31 107244
4 32 196217
4 33 57462
4 34 186143
4 35 152544
4 36 239932
4 37 172871
4 38 67388
4 39 139216
5 6 192916
5 7 158858
5 8 203654
5 9 117670
5 10 240078
5 11 184905
5 12 294919
5 13 262815
5 14 187259
5 15 170627
5 16 387220
5 17 172073
5 18 254474
5 19 230250
5 20 199264
5 21 152408
5 22 223965
5 23 29822
5 24 269940
5 25 60287
5 26 220020
5 27 168749
5 28 226989
5 29 145563
5 30 285734
5 31 170030
5 32 255878
5 33 120248
5 34 261239
5 35 128930
5 36 174151
5 37 170846
5 38 142484
5 39 202002
6 7 152112
6 8 196908
6 9 87556
6 10 226409
6 11 178159
6 12 317803
6 13 255896
6 14 200599
6 15 93085
6 16 380474
6 17 159425
6 18 245370
6 19 223504
6 20 186616
6 21 138739
6 22 235099
6 23 163094
6 24 337284
6 25 207719
6 26 222991
6 27 198232
6 28 236311
6 29 225217
6 30 211084
6 31 139916
6 32 228889
6 33 90134
6 34 254493
6 35 196274
6 36 272604
6 37 223009
6 38 135738
6 39 195256
7 8 150540
7 9 64556
7 10 134171
7 11 131791
7 12 201433
7 13 232896
7 14 224486
7 15 111611
7 16 334106
7 17 113057
7 18 292966
7 19 71392
7 20 140248
7 21 141825
7 22 149340
7 23 188680
7 24 247196
7 25 171845
7 26 199991
7 27 175232
7 28 132481
7 29 178849
7 30 232620
7 31 116916
7 32 171455
7 33 67134
7 34 191625
7 35 106186
7 36 249604
7 37 175397
7 38 89370
7 39 43144
8 9 109352
8 10 280309
8 11 176587
8 12 277043
8 13 254324
8 14 232776
8 15 156407
8 16 302950
8 17 157853
8 18 296199
8 19 221932
8 20 185044
8 21 222315
8 22 255898
8 23 233476
8 24 324740
8 25 200245
8 26 170055
8 27 220028
8 28 177277
8 29 200363
8 30 204420
8 31 99156
8 32 250685
8 33 111930
8 34 179925
8 35 183730
8 36 294400
8 37 244805
8 38 61170
8 39 193684
9 10 194325
9 11 90603
9 12 230247
9 13 168340
9 14 198156
9 15 70423
9 16 292918
9 17 71869
9 18 251778
9 19 135948
9 20 99060
9 21 148641
9 22 169914
9 23 147492
9 24 249728
9 25 130657
9 26 135435
9 27 110676
9 28 148973
9 29 137661
9 30 169129
9 31 52360
9 32 141333
9 33 2578
9 34 166937
9 35 108718
9 36 185048
9 37 135453
9 38 48182
9 39 107700
10 11 103722
10 12 192820
10 13 313907
10 14 292383
10 15 215990
10 16 450812
10 17 217436
10 18 355806
10 19 62779
10 20 244627
10 21 87670
10 22 197223
10 23 269900
10 24 310025
10 25 234833
10 26 229662
10 27 142007
10 28 262250
10 29 264204
10 30 307977
10 31 188531
10 32 305626
10 33 196903
10 34 180056
10 35 228289
10 36 323901
10 37 103549
10 38 219139
10 39 91027
11 12 296542
11 13 258943
11 14 288759
11 15 161026
11 16 360153
11 17 139104
11 18 319013
11 19 166501
11 20 189663
11 21 191392
11 22 251339
11 23 214727
11 24 329273
11 25 131111
11 26 226038
11 27 201279
11 28 158528
11 29 204896
11 30 258667
11 31 142963
11 32 231936
11 33 93181
11 34 234172
11 35 188263
11 36 275651
11 37 207271
11 38 115417
11 39 174935
12 13 381169
12 14 312785
12 15 235776
12 16 493357
12 17 192240
12 18 359839
12 19 130041
12 20 293119
12 21 256970
12 22 264485
12 23 324741
12 24 292201
12 25 234632
12 26 250064
12 27 326371
12 28 333914
12 29 367908
12 30 378195
12 31 177887
12 32 371580
12 33 232825
12 34 250274
12 35 307619
12 36 415295
12 37 290542
12 38 248621
12 39 158289
13 14 274056
13 15 232378
13 16 461258
13 17 233824
13 18 347459
13 19 251128
13 20 261015
13 21 316981
13 22 328945
13 23 292637
13 24 357719
13 25 202528
13 26 303775
13 27 279016
13 28 310928
13 29 200076
13 30 336404
13 31 220700
13 32 243518
13 33 165762
13 34 311909
13 35 271902
13 36 353388
13 37 298637
13 38 216522
13 39 222880
14 15 215481
14 16 480927
14 17 186451
14 18 188865
14 19 229604
14 20 287330
14 21 299746
14 22 351580
14 23 157437
14 24 357176
14 25 187902
14 26 62721
14 27 296364
14 28 337243
14 29 273178
14 30 245357
14 31 250516
14 32 68619
14 33 200734
14 34 117436
14 35 256545
14 36 301766
14 37 229946
14 38 236191
14 39 257852
15 16 339973
15 17 72242
15 18 233939
15 19 153211
15 20 99433
15 21 219064
15 22 166265
15 23 200449
15 24 297349
15 25 114634
15 26 205858
15 27 111049
15 28 149346
15 29 208084
15 30 231273
15 31 57889
15 32 146862
15 33 67845
15 34 213992
15 35 173985
15 36 255471
15 37 135826
15 38 95237
15 39 124963
16 17 341419
16 18 498046
16 19 405498
16 20 368610
16 21 405881
16 22 439464
16 23 417042
16 24 508306
16 25 383811
16 26 428353
16 27 403594
16 28 304347
16 29 352770
16 30 387986
16 31 315470
16 32 434251
16 33 295496
16 34 363491
16 35 367296
16 36 477966
16 37 347263
16 38 244736
16 39 377250
17 18 279584
17 19 154657
17 20 100879
17 21 220510
17 22 171733
17 23 201895
17 24 298795
17 25 186876
17 26 153440
17 27 177389
17 28 150792
17 29 209530
17 30 232719
17 31 124229
17 32 213202
17 33 69291
17 34 215438
17 35 175431
17 36 256917
17 37 202166
17 38 96683
17 39 126409
18 19 293027
18 20 333372
18 21 290651
18 22 400204
18 23 224652
18 24 433409
18 25 285877
18 26 126144
18 27 302857
18 28 372373
18 29 279671
18 30 396560
18 31 291296
18 32 257484
18 33 254356
18 34 306301
18 35 323760
18 36 368981
18 37 293369
18 38 253310
18 39 321275
19 20 181848
19 21 126929
19 22 134444
19 23 260072
19 24 247246
19 25 243237
19 26 166883
19 27 204786
19 28 203873
19 29 250241
19 30 248154
19 31 125752
19 32 242847
19 33 138526
19 34 120233
19 35 177578
19 36 320996
19 37 160501
19 38 160762
19 39 28248
20 21 247701
20 22 198924
20 23 229086
20 24 197916
20 25 214067
20 26 234495
20 27 209736
20 28 177983
20 29 236721
20 30 186222
20 31 151420
20 32 240393
20 33 96482
20 34 242629
20 35 202622
20 36 175862
20 37 229357
20 38 123874
20 39 153600
21 22 204877
21 23 182230
21 24 317679
21 25 165444
21 26 237025
21 27 149661
21 28 274306
21 29 176534
21 30 304395
21 31 196185
21 32 289974
21 33 151219
21 34 190666
21 35 246301
21 36 236231
21 37 191219
21 38 161145
21 39 98681
22 23 194143
22 24 268770
22 25 280899
22 26 301327
22 27 277314
22 28 248837
22 29 298397
22 30 330764
22 31 203700
22 32 311247
22 33 167336
22 34 254677
22 35 255526
22 36 260269
22 37 236976
22 38 194728
22 39 106196
23 24 240118
23 25 90109
23 26 220158
23 27 198571
23 28 197167
23 29 115741
23 30 315556
23 31 199852
23 32 226056
23 33 150070
23 34 274873
23 35 99108
23 36 144329
23 37 185950
23 38 172306
23 39 231824
24 25 213117
24 26 307265
24 27 346383
24 28 375899
24 29 157643
24 30 384138
24 31 301556
24 32 391061
24 33 247150
24 34 367479
24 35 141010
24 36 373778
24 37 265750
24 38 263570
24 39 218998
25 26 159733
25 27 225683
25 28 193184
25 29 205850
25 30 282325
25 31 172523
25 32 256521
25 33 133235
25 34 257830
25 35 189217
25 36 234438
25 37 231133
25 38 139075
25 39 214989
26 27 246111
26 28 284408
26 29 226045
26 30 304564
26 31 187795
26 32 131340
26 33 138013
26 34 180157
26 35 244153
26 36 320483
26 37 167225
26 38 183617
26 39 195131
27 28 259649
27 29 188740
27 30 223956
27 31 148484
27 32 252009
27 33 113254
27 34 199461
27 35 219394
27 36 295724
27 37 245556
27 38 158858
27 39 218376
28 29 258256
28 30 262313
28 31 186841
28 32 290306
28 33 146395
28 34 237818
28 35 238667
28 36 297145
28 37 218959
28 38 119063
28 39 175625
29 30 282443
29 31 190021
29 32 278994
29 33 140239
29 34 257948
29 35 214849
29 36 260070
29 37 255648
29 38 139193
29 39 221993
30 31 213984
30 32 310462
30 33 170642
30 34 127921
30 35 265810
30 36 354177
30 37 303517
30 38 143250
30 39 275764
31 32 193693
31 33 54938
31 34 189489
31 35 160546
31 36 237408
31 37 187813
31 38 70734
31 39 97504
32 33 143911
32 34 186055
32 35 250051
32 36 326381
32 37 276786
32 38 189515
32 39 214599
33 34 169515
33 35 106140
33 36 187626
33 37 132875
33 38 50760
33 39 110278
34 35 241315
34 36 351985
34 37 280734
34 38 118755
34 39 148481
35 36 243437
35 37 124740
35 38 122560
35 39 149330
36 37 320501
36 38 233230
36 39 292748
37 38 183635
37 39 132253
38 39 132514
Case #238: 61
1 3 618035
1 5 617344
1 7 753864
1 9 846825
1 10 935543
1 11 691271
1 12 714249
2 3 388508
2 4 664929
2 5 387817
2 6 843372
2 7 251297
2 8 824471
2 9 571420
2 10 706016
2 11 415866
2 12 484722
3 4 550843
3 5 691
3 6 500742
3 7 137211
3 8 714123
3 9 228790
3 10 317508
3 11 73236
3 12 96214
4 5 550152
4 7 413632
4 8 570755
4 9 778251
4 10 868351
4 11 622697
4 12 647057
5 6 501433
5 7 136520
5 8 713432
5 9 229481
5 10 318199
5 11 73927
5 12 96905
6 7 636571
6 8 525003
6 9 583060
6 10 818250
6 11 427506
6 12 596956
7 8 576912
7 9 364619
7 10 454719
7 11 209065
7 12 233425
8 9 941531
8 10 409709
8 11 785977
8 12 631003
9 10 546298
9 11 155554
9 12 325004
10 11 390744
10 12 221294
11 12 169450
Case #239: 105
1 2 256637
1 3 230505
1 4 315062
1 5 156172
1 6 37712
1 7 105219
1 8 183831
1 9 379918
1 10 257985
1 11 202353
1 12 214517
1 13 321828
1 14 194254
1 15 265706
2 3 323076
2 4 58425
2 5 337385
2 6 294349
2 7 361856
2 8 289478
2 9 263571
2 10 295596
2 11 227147
2 12 339064
2 13 65191
2 14 206993
2 15 287875
3 4 348875
3 5 283281
3 6 192793
3 7 125286
3 8 338912
3 9 181389
3 10 59456
3 11 328409
3 12 15988
3 13 342109
3 14 349335
3 15 67177
4 5 395810
4 6 277350
4 7 344857
4 8 231053
4 9 205146
4 10 289419
4 11 285572
4 12 332887
4 13 123616
4 14 241476
4 15 297140
5 6 118460
5 7 185967
5 8 264579
5 9 447863
5 10 255801
5 11 358525
5 12 295265
5 13 402576
5 14 275002
5 15 263522
6 7 67507
6 8 146119
6 9 342206
6 10 220273
6 11 240065
6 12 176805
6 13 284116
6 14 156542
6 15 227994
7 8 213626
7 9 306675
7 10 152766
7 11 307572
7 12 109298
7 13 351623
7 14 224049
7 15 160487
8 9 342230
8 10 352059
8 11 251568
8 12 322924
8 13 224287
8 14 302661
8 15 344338
9 10 224311
9 11 360336
9 12 197377
9 13 198380
9 14 352653
9 15 216590
10 11 387865
10 12 43468
10 13 282653
10 14 341636
10 15 7721
11 12 344397
11 13 161956
11 14 396607
11 15 395586
12 13 326121
12 14 333347
12 15 51189
13 14 272184
13 15 274932
14 15 349357
Case #240: Impossible
Case #241: 28
1 2 355777
1 3 286605
1 4 494652
1 5 756840
1 6 181462
1 7 104780
1 8 488997
2 3 642382
2 4 640869
2 5 903057
2 6 537239
2 7 250997
2 8 635214
3 4 512243
3 5 774431
3 6 468067
3 7 391385
3 8 517898
4 5 262188
4 6 676114
4 7 389872
4 8 5655
5 6 938302
5 7 652060
5 8 267843
6 7 286242
6 8 670459
7 8 384217
Case #242: 4
2 3 815808
2 7 760733
3 7 229316
4 6 635657
Case #243: 8
12 33 188993
13 27 744684
13 31 354584
16 22 805035
22 37 513026
27 31 390100
32 34 403754
44 45 606555
Case #244: 20
1 2 438903
1 3 482715
1 4 520886
1 5 602043
1 6 624349
2 3 43812
2 4 81983
2 5 345289
2 6 185446
2 7 777295
3 4 38171
3 5 306510
3 6 141634
3 7 733483
4 5 268339
4 6 103463
4 7 695312
5 6 371802
5 7 963651
6 7 591849
Case #245: 171
1 2 51240
1 3 109399
1 4 83613
1 5 51507
1 6 147574
1 7 221195
1 8 252777
1 9 121550
1 10 114318
1 11 96588
1 12 125309
1 13 72525
1 14 132928
1 15 84623
1 16 122303
1 17 284597
1 18 32778
1 19 160385
2 3 149547
2 4 123761
2 5 102747
2 6 157556
2 7 231177
2 8 252934
2 9 161698
2 10 100002
2 11 106570
2 12 110993
2 13 123765
2 14 142910
2 15 94605
2 16 132285
2 17 294579
2 18 84018
2 19 146069
3 4 25786
3 5 112356
3 6 216868
3 7 290489
3 8 149312
3 9 12151
3 10 142227
3 11 191289
3 12 153218
3 13 170832
3 14 202222
3 15 194022
3 16 191597
3 17 268178
3 18 131085
3 19 221234
4 5 86570
4 6 191082
4 7 264703
4 8 175098
4 9 37937
4 10 168013
4 11 165503
4 12 179004
4 13 145046
4 14 176436
4 15 168236
4 16 165811
4 17 293964
4 18 105299
4 19 195448
5 6 140819
5 7 231444
5 8 215743
5 9 116276
5 10 100269
5 11 106837
5 12 111260
5 13 58476
5 14 143177
5 15 94872
5 16 132552
5 17 250991
5 18 18729
5 19 108878
6 7 124163
6 8 138806
6 9 228217
6 10 98129
6 11 50986
6 12 87138
6 13 126255
6 14 35896
6 15 62951
6 16 25271
6 17 238995
6 18 139094
6 19 82483
7 8 229366
7 9 301838
7 10 171750
7 11 175149
7 12 160759
7 13 250418
7 14 109517
7 15 136572
7 16 98892
7 17 312616
7 18 212715
7 19 156104
8 9 157290
8 10 203332
8 11 156189
8 12 192341
8 13 265061
8 14 119849
8 15 168154
8 16 130474
8 17 118866
8 18 234472
8 19 106865
9 10 130088
9 11 203440
9 12 141079
9 13 174752
9 14 213571
9 15 206173
9 16 202946
9 17 276156
9 18 135005
9 19 225154
10 11 98573
10 12 10991
10 13 121287
10 14 83483
10 15 110538
10 16 72858
10 17 204932
10 18 81540
10 19 130070
11 12 87582
11 13 127855
11 14 86882
11 15 113937
11 16 76257
11 17 188009
11 18 88108
11 19 82927
12 13 132278
12 14 72492
12 15 99547
12 16 61867
12 17 215923
12 18 92531
12 19 119079
13 14 162151
13 15 115890
13 16 151526
13 17 291934
13 18 39747
13 19 158196
14 15 48305
14 16 10625
14 17 224349
14 18 124448
14 19 67837
15 16 37680
15 17 251404
15 18 76143
15 19 94892
16 17 213724
16 18 113823
16 19 57212
17 18 252187
17 19 225731
18 19 127607
Case #246: 253
1 2 246336
1 3 40345
1 4 168628
1 5 71268
1 6 65786
1 7 153776
1 8 147663
1 9 94296
1 10 273182
1 11 102449
1 12 73604
1 13 93305
1 14 109560
1 15 14060
1 16 239683
1 17 69170
1 18 143981
1 19 118217
1 20 77483
1 21 159497
1 22 118470
1 23 160371
2 3 205991
2 4 221442
2 5 236914
2 6 230642
2 7 215453
2 8 200477
2 9 152040
2 10 158940
2 11 258444
2 12 268985
2 13 258951
2 14 227742
2 15 232276
2 16 56745
2 17 234816
2 18 262163
2 19 236399
2 20 272864
2 21 168507
2 22 236652
2 23 276937
3 4 128283
3 5 30923
3 6 25441
3 7 113431
3 8 107318
3 9 53951
3 10 285407
3 11 114674
3 12 85829
3 13 52960
3 14 113575
3 15 26285
3 16 199338
3 17 28825
3 18 147996
3 19 122232
3 20 89708
3 21 119152
3 22 122485
3 23 120026
4 5 101556
4 6 153724
4 7 227282
4 8 177951
4 9 182234
4 10 266892
4 11 151625
4 12 143276
4 13 123593
4 14 131626
4 15 154568
4 16 164697
4 17 99458
4 18 166047
4 19 140283
4 20 147155
4 21 180336
4 22 140536
4 23 190659
5 6 56364
5 7 135175
5 8 80591
5 9 84874
5 10 302186
5 11 145597
5 12 116752
5 13 83883
5 14 139600
5 15 57208
5 16 199991
5 17 59748
5 18 174021
5 19 148257
5 20 120631
5 21 88229
5 22 130690
5 23 93299
6 7 87990
6 8 132759
6 9 79392
6 10 276092
6 11 118836
6 12 111270
6 13 78401
6 14 88134
6 15 51726
6 16 173897
6 17 54266
6 18 122555
6 19 96791
